word,anger,anticipation,disgust,fear,joy,negative,positive,sadness,surprise,trust
ακορντεόν,0,0,0,0,0,0,0,0,0,0
λογαριασμός,0,0,0,0,0,0,0,0,0,1
Ευθύνη,0,0,0,0,0,0,1,0,0,1
υπεύθυνος,0,0,0,0,0,0,1,0,0,1
λογιστής,0,0,0,0,0,0,0,0,0,1
λογιστική,0,0,0,0,0,0,0,0,0,0
λογαριασμούς,0,0,0,0,0,0,0,0,0,1
διαπιστευμένος,0,0,0,0,0,0,1,0,0,1
επικάθηση,0,0,0,0,0,0,0,0,0,0
αυξάνω,0,0,0,0,0,0,0,0,0,0
επιτεύχομαι,0,0,0,0,0,0,1,0,0,0
συσσωρεύω,0,0,0,0,0,0,0,0,0,0
συσσώρευση,0,0,0,0,0,0,0,0,0,0
ακρίβεια,0,0,0,0,0,0,0,0,0,0
ακριβής,0,0,0,0,0,0,1,0,0,1
αθεόφοβος,1,0,0,1,0,1,0,1,0,0
κατηγορία,1,0,1,0,0,1,0,0,0,0
αιτιατική,0,0,0,0,0,1,0,0,0,0
κατηγορούμενος,1,0,0,1,0,1,0,0,0,0
κατήγορος,1,0,0,1,0,1,0,0,0,0
κατηγορώντας,1,0,0,1,0,1,0,0,0,0
συνηθισμένος,0,0,0,0,0,0,0,0,0,0
άσσος,0,0,0,0,0,0,1,0,0,0
οξικός,0,0,0,0,0,0,0,0,0,0
πόνος,0,0,0,0,0,1,0,1,0,0
φέρνω σε πέρας,0,0,0,0,1,0,1,0,0,1
κατόρθωμα,0,1,0,0,1,0,1,0,0,1
οδυνηρός,0,0,0,0,0,1,0,1,0,0
οξύ,0,0,0,0,0,1,0,0,0,0
οξύτητα,0,0,0,0,0,0,0,0,0,0
αναγνωρίζω,0,0,0,0,0,0,0,0,0,0
αναγνώρισε,0,0,0,0,0,0,0,0,0,0
αναγνώριση,0,0,0,0,0,0,1,0,0,0
ακμή,0,0,0,0,0,0,0,0,0,0
ακουστικός,0,0,0,0,0,0,0,0,0,0
ακουστική,0,0,0,0,0,0,0,0,0,0
κάνω γνωστό,0,0,0,0,0,0,0,0,0,0
γνωριμία,0,0,0,0,0,0,0,0,0,0
γνωστός,0,0,0,0,0,0,0,0,0,0
συναίνεση,0,0,0,0,0,0,0,0,0,0
αποκτώ,0,0,0,0,0,0,1,0,0,0
αποκτώντας,0,1,0,0,0,0,1,0,0,0
απόκτηση,0,0,0,0,0,0,0,0,0,0
εξαγορές,0,0,0,0,0,0,0,0,0,0
έμβαδο στρεμμάτων,0,0,0,0,0,0,0,0,0,0
στρέμματα,0,0,0,0,0,0,0,0,0,0
ακροβάτης,0,0,0,1,1,0,1,0,0,1
υποκρίνομαι,0,0,0,0,0,0,0,0,0,0
ηθοποιία,0,0,0,0,0,0,0,0,0,0
δράση,0,0,0,0,0,0,1,0,0,0
δικάσιμος,1,0,1,0,0,1,0,0,0,0
ενεργός,0,0,0,0,0,0,0,0,0,0
δραστηριότητα,0,0,0,0,0,0,0,0,0,0
ηθοποιός,0,0,0,0,0,0,0,0,0,0
πραγματικός,0,0,0,0,0,0,1,0,0,0
πραγματικότητα,0,0,0,0,0,0,0,0,0,0
αναλογιστής,0,0,0,0,0,0,0,0,0,0
οξύτητα,0,0,0,0,0,0,1,0,0,0
οξύνοια,0,0,0,0,0,0,1,0,0,0
βελονισμός,0,0,0,0,0,0,0,0,0,0
οξεία,0,0,0,0,0,0,0,0,0,0
παροιμία,0,0,0,0,0,0,0,0,0,0
αμετάπειστος,0,0,0,0,0,0,0,0,0,0
προσαρμόζω,0,0,0,0,0,0,1,0,0,0
προσαρμόσιμος,0,0,0,0,0,0,1,0,0,0
Προσθήκη,0,0,0,0,0,0,0,0,0,0
προστέθηκε,0,0,0,0,0,0,0,0,0,0
προσθήκη,0,0,0,0,0,0,0,0,0,0
αθροιστής,1,0,1,1,0,1,0,1,0,0
εθισμός,0,0,0,0,0,1,0,0,0,0
πρόσθεση,0,0,0,0,0,0,0,0,0,0
πρόσθετος,0,0,0,0,0,0,0,0,0,0
πρόσθετος,0,0,0,0,0,0,0,0,0,0
διεύθυνση,0,0,0,0,0,0,0,0,0,0
αποδέκτης,0,0,0,0,0,0,0,0,0,0
διευθύνσεις,0,1,0,0,0,0,1,0,0,0
έμπειρος,0,0,0,0,0,0,1,0,0,0
επάρκεια,0,0,0,0,0,0,1,0,0,0
επαρκής,0,0,0,0,0,0,0,0,0,0
εμμένω,0,0,0,0,0,0,0,0,0,0
προσκόλληση,0,0,0,0,0,0,0,0,0,0
οπαδός,0,0,0,0,0,0,0,0,0,0
προσκολλώντας,0,0,0,0,0,0,0,0,0,1
προσκόλληση,0,0,0,0,0,0,0,0,0,0
συγκολλητικός,0,0,0,0,0,0,0,0,0,0
αντίο,0,0,0,0,0,0,0,0,0,0
λιπώδης,0,0,0,0,0,1,0,0,0,0
γειτνίαση,0,0,0,0,0,0,0,0,0,0
γειτονικός,0,0,0,0,0,0,0,0,0,0
επίθετο,0,0,0,0,0,0,0,0,0,0
παρακείμενος,0,0,0,0,0,0,0,0,0,0
διακόπτω,0,0,0,0,0,0,0,0,0,0
αναβολή,0,0,0,0,0,0,0,0,0,0
επιδικάζω,0,0,0,1,0,1,0,0,0,0
επιδίκαση,0,0,0,0,0,0,0,0,0,0
παρεπόμενο,0,0,0,0,0,0,1,0,0,0
προσαρμόζω,0,0,0,0,0,0,0,0,0,0
προσαρμογή,0,0,0,0,0,0,0,0,0,0
επικουρικό,0,0,0,0,0,0,0,0,0,0
διαχειρίζομαι,0,0,0,0,0,0,0,0,0,0
διαχείριση,0,0,0,0,0,0,0,0,0,0
διοικητικός,0,0,0,0,0,0,0,0,0,1
θαυμαστός,0,0,0,0,1,0,1,0,0,1
ναύαρχος,0,0,0,0,0,0,1,0,0,1
ναυαρχείο,0,0,0,0,0,0,0,0,0,0
θαυμασμός,0,0,0,0,1,0,1,0,0,1
θαυμάζω,0,0,0,0,0,0,1,0,0,1
θαυμαστής,0,0,0,0,0,0,1,0,0,0
δυνατότητα παραδοχής,0,0,0,0,0,0,0,0,0,0
αποδεκτός,0,0,0,0,0,0,1,0,0,1
άδεια,0,0,0,0,0,0,0,0,0,0
ομολογώ,0,0,0,0,0,0,0,0,0,0
είσοδος,0,0,0,0,0,0,0,0,0,0
παράδεκτος,0,0,0,0,0,0,0,0,0,0
παραδεχόμενοι,0,0,0,0,0,0,0,0,0,0
μίγμα,0,0,0,0,0,0,0,0,0,0
νουθεσία,0,0,0,1,0,1,0,0,0,0
φασαρία,0,0,0,0,0,0,0,0,0,0
πλίθα,0,0,0,0,0,0,0,0,0,0
εφηβική ηλικία,0,0,0,0,0,0,0,0,0,0
έφηβος,0,0,0,0,0,0,0,0,0,0
ενστερνίζομαι,0,0,0,0,0,0,0,0,0,0
υιοθεσία,0,0,0,0,0,0,0,0,0,0
λατρευτός,0,0,0,0,1,0,1,0,0,0
λατρεία,0,0,0,0,1,0,1,0,0,1
λατρεύω,0,1,0,0,1,0,1,0,0,1
στολίζω,0,0,0,0,0,0,0,0,0,0
στολίδι,0,0,0,0,0,0,0,0,0,0
ανεμοδαρμένος,0,1,0,1,0,1,0,1,0,0
ενήλικας,0,0,0,0,0,0,0,0,0,0
νοθευμένη,0,0,0,0,0,1,0,0,0,0
μοιχεία,0,0,1,0,0,1,0,1,0,0
προκαταβολή,0,1,0,1,1,0,1,0,1,0
προχωρημένος,0,0,0,0,0,0,1,0,0,0
προαγωγή,0,0,0,0,0,0,1,0,0,0
προχωρώντας,0,0,0,0,0,0,0,0,0,0
πλεονέκτημα,0,0,0,0,0,0,1,0,0,0
επωφελής,0,0,0,0,0,0,1,0,0,0
έλευση,0,1,0,0,1,0,1,0,0,1
περιπέτεια,0,1,0,0,0,0,1,0,0,0
τυχοδιώκτης,0,0,0,0,0,0,0,0,0,0
παράτολμος,0,0,0,0,0,0,1,0,0,0
αντίπαλος,1,0,0,0,0,1,0,0,0,0
δυσμενής,1,0,1,1,0,1,0,1,0,0
αντιξοότητα,1,0,0,1,0,1,0,1,0,0
διαφημίζω,0,0,0,0,0,0,0,0,0,0
διαφήμιση,0,0,0,0,0,0,0,0,0,0
συμβουλή,0,0,0,0,0,0,0,0,0,1
ορθός,0,0,0,0,0,0,1,0,0,1
συμβουλεύω,0,0,0,0,0,0,1,0,0,1
συμβουλεύτηκε,0,0,0,0,0,0,0,0,0,1
μελέτη,0,0,0,0,0,0,0,0,0,0
σύμβουλος,0,0,0,0,0,0,1,0,0,1
υπεράσπιση,1,1,0,0,1,0,1,0,0,1
συνήγορος,0,0,0,0,0,0,0,0,0,1
Αιγίς,0,0,0,0,0,0,0,0,0,0
εξαερισμός,0,0,0,0,0,0,0,0,0,0
εναέριος,0,0,0,0,0,0,0,0,0,0
αεροδρόμιο,0,0,0,0,0,0,0,0,0,0
αεροδυναμική,0,0,0,0,0,0,0,0,0,0
αεροναυτική,0,0,0,0,0,0,0,0,0,0
αεροπλάνο,0,0,0,0,0,0,0,0,0,0
αισθητικός,0,0,0,0,0,0,1,0,0,0
αισθητική,0,0,0,0,1,0,1,0,0,0
αιτιολογίας,0,0,0,0,0,0,0,0,0,0
μακρυά,0,0,0,0,0,0,0,0,0,0
καταδεκτικός,0,0,0,0,0,0,1,0,0,0
υπόθεση,0,0,0,0,0,0,0,0,0,0
συγκινητικός,0,0,0,0,0,0,0,0,0,0
στοργή,0,0,0,0,1,0,1,0,0,1
στοργές,0,0,0,0,0,0,0,0,0,0
affiche,0,0,0,0,0,0,0,0,0,0
Ένορκη βεβαίωση,0,0,0,0,0,0,0,0,0,0
συνδεδεμένη,0,0,0,0,0,0,1,0,0,0
δεσμός,0,0,0,0,0,0,0,0,0,0
συγγένεια,0,0,0,0,0,0,0,0,0,0
επιβεβαιώνουμε,0,0,0,0,0,0,1,0,0,1
επιβεβαίωση,0,0,0,0,0,0,1,0,0,0
καταφατικός,0,0,0,0,0,0,1,0,0,0
καταφατικά,0,0,0,0,0,0,1,0,0,1
πρόσφυμα,0,0,0,0,0,0,0,0,0,0
βασανίζω,0,0,0,1,0,1,0,1,0,0
ταλαιπωρημένος,0,0,0,0,0,1,0,0,0,0
θλίψη,0,0,1,1,0,1,0,1,0,0
αφθονία,0,0,0,0,1,0,1,0,0,0
άφθονος,0,0,0,0,0,0,1,0,0,0
ΟΙΚΟΝΟΜΙΚΗ δυνατοτητα,0,0,0,0,0,0,1,0,0,0
προσβολή,1,0,1,1,0,1,0,1,1,0
εις τους αγρούς,0,0,0,0,0,0,0,0,0,0
προ,0,0,0,0,0,0,0,0,0,0
προαναφερθείς,0,0,0,0,0,0,0,0,0,0
προλεχθείς,0,0,0,0,0,0,0,0,0,0
φοβισμένος,0,0,0,1,0,1,0,0,0,0
εκ νέου,0,0,0,0,0,0,0,0,0,0
πίσω,0,0,0,0,0,0,0,0,0,0
συνέπεια,1,0,1,1,0,1,0,1,0,0
απόγευμα,0,0,0,0,0,0,0,0,0,0
επίγευση,0,0,0,0,0,1,0,0,0,0
δεύτερη σκέψη,0,0,0,0,0,0,0,0,0,0
αγα,0,0,0,1,0,0,1,0,0,1
αχάτης λίθος,0,0,0,0,0,0,0,0,0,0
ηλικία,0,0,0,0,0,0,0,0,0,0
ηλικιωμένος,0,0,0,0,0,0,0,0,0,0
πρακτορείο,0,0,0,0,0,0,0,0,0,0
μέσο,0,0,0,0,0,0,0,0,0,0
συσσώρευση,0,0,0,0,0,0,0,0,0,0
επιδεινώθηκε,1,0,0,0,0,1,0,0,0,0
επιβαρυντικός,1,0,0,0,0,1,0,1,0,0
επιδείνωση,1,0,1,0,0,1,0,0,0,0
σύνολο,0,0,0,0,0,0,0,0,0,0
συσσωμάτωση,0,0,0,0,0,0,0,0,0,0
επίθεση,1,0,0,1,0,1,0,0,0,0
επιθετικός,1,0,0,1,0,1,0,0,0,0
επιδρομέας,1,0,0,1,0,1,0,0,0,0
εμβρόντητος,0,0,1,1,0,1,0,0,1,0
ευκίνητος,0,0,0,0,0,0,1,0,0,0
ευκινησία,0,0,0,0,0,0,1,0,0,0
ταραγμένος,1,0,0,0,0,1,0,0,0,0
ανακίνηση,1,0,0,0,0,1,0,0,0,0
αγνωστικιστής,0,0,0,0,0,0,0,0,0,0
πριν,0,0,0,0,0,0,0,0,0,0
αγωνιώδης,0,0,0,1,0,1,0,0,0,0
αγωνία,1,0,0,1,0,1,0,1,0,0
συμφωνώ,0,0,0,0,0,0,1,0,0,0
ευχάριστος,0,0,0,0,0,0,1,0,0,1
σύμφωνος,0,0,0,0,0,0,1,0,0,1
συμφωνώντας,0,0,0,0,0,0,1,0,0,1
συμφωνία,0,0,0,0,0,0,1,0,0,1
γεωργικός,0,0,0,0,0,0,0,0,0,0
γεωργία,0,0,0,0,0,0,1,0,0,0
καθισμένος,0,0,0,0,0,1,0,0,0,0
agua,0,0,0,0,0,0,0,0,0,0
εμπρός,0,0,0,0,0,0,1,0,0,0
βοήθεια,0,0,0,0,0,0,1,0,0,0
βοηθώντας,0,0,0,0,0,0,1,0,0,0
πονώ,0,0,0,0,0,1,0,1,0,0
ασθενής,0,0,0,1,0,1,0,1,0,0
ασθένεια,0,0,0,0,0,0,0,0,0,0
σκοπός,0,0,0,0,0,0,0,0,0,0
άσκοπος,0,0,0,0,0,1,0,0,0,0
αέρας,0,0,0,0,0,0,0,0,0,0
αερόσακος,0,0,0,0,0,0,0,0,0,0
αερογέφυρα,0,0,0,0,0,0,0,0,0,0
αερογραμμή,0,0,0,0,0,0,0,0,0,0
αεροπόρος,0,0,0,0,0,0,0,0,0,0
αεροπλάνο,0,0,0,0,0,0,0,0,0,0
αεροδρόμιο,0,1,0,0,0,0,0,0,0,0
αέρες,0,0,1,0,0,1,0,0,0,0
αεροσκάφος,0,0,0,0,0,0,0,0,0,0
διάδρομος,0,0,0,0,0,0,0,0,0,0
ait,0,0,0,0,0,0,0,0,0,0
ημίκλειστος,0,0,0,0,0,0,0,0,0,0
συγγενής,0,0,0,0,0,0,0,0,0,1
αλαβάστρο,0,0,0,0,0,0,1,0,0,0
τρομάζω,0,0,0,1,0,1,0,0,1,0
ανησυχητικός,0,0,0,1,0,1,0,0,1,0
αλβ,0,0,0,0,0,0,0,0,0,1
άλμπουμ,0,0,0,0,0,0,0,0,0,0
αλχημεία,0,0,0,0,0,0,0,0,0,0
αλκοόλ,0,0,0,0,0,0,0,0,0,0
αλκοολισμός,1,0,1,1,0,1,0,1,0,0
εσοχή,0,0,0,0,0,0,0,0,0,0
συναγερμός,0,0,0,0,0,0,0,0,0,0
ετοιμότητα,0,1,0,1,0,0,1,0,1,0
ειδοποιήσεις,0,1,0,1,0,0,0,0,1,0
αλφάλφα,0,0,0,0,0,0,0,0,0,0
άλγεβρα,0,0,0,0,0,0,0,0,0,0
αλγεβρικός,0,0,0,0,0,0,0,0,0,0
αλγόριθμος,0,0,0,0,0,0,0,0,0,0
άλλοθι,0,0,0,0,0,0,0,0,0,0
εξωγήινο,0,0,1,1,0,1,0,0,0,0
απαλλοτριώ,1,0,1,0,0,1,0,0,0,0
αλλοτριωμένος,0,0,0,0,0,1,0,1,0,0
αποξένωση,1,0,1,1,0,1,0,1,0,0
αναμμένος,0,0,0,0,0,0,0,0,0,0
ευθυγραμμισμένος,0,0,0,0,0,0,0,0,0,0
ευθυγραμμία,0,0,0,0,0,0,0,0,0,0
ομοίως,0,0,0,0,0,0,0,0,0,0
θρέψη,0,0,0,0,0,0,1,0,0,0
επίδομα διατροφής,0,0,0,0,0,1,0,0,0,0
ομαλός διαιρέτης,0,0,0,0,0,0,0,0,0,0
ζωντανός,0,1,0,0,1,0,1,0,0,1
αλκαλίο,0,0,0,0,0,0,0,0,0,0
αλκαλοειδή,0,0,0,0,0,0,0,0,0,0
ανακουφίζω,0,0,0,0,0,0,1,0,0,0
ισχυρισμός,1,0,0,0,0,1,0,0,0,0
ισχυρίζομαι,0,0,0,0,0,1,0,0,0,0
υποτιθεμένος,0,0,0,0,0,0,0,0,0,0
υποταγή,0,0,0,0,0,0,1,0,0,1
αλληγορικός,0,0,0,0,0,0,0,0,0,0
αλληγορία,0,0,0,0,0,0,0,0,0,0
γοργά,0,0,0,0,0,0,1,0,0,0
ανακουφίζω,0,0,0,0,0,0,1,0,0,0
ανακούφιση,0,0,0,0,0,0,1,0,0,0
δρομάκι,0,0,0,0,0,0,0,0,0,0
ΣΥΜΜΑΧΙΑ,0,0,0,0,0,0,0,0,0,1
σύμμαχος,0,0,0,0,0,0,1,0,0,1
αλλιγάτορας,0,0,0,0,0,0,0,0,0,0
διανέμω,0,0,0,0,0,0,0,0,0,0
κατανομή,0,0,0,0,0,0,0,0,0,0
κατανέμω,0,0,0,0,0,0,0,0,0,0
κατανομή,0,0,0,0,0,0,0,0,0,0
επιτρεπόμενος,0,0,0,0,0,0,1,0,0,0
επίδομα,0,0,0,0,0,0,0,0,0,0
επιτρέπεται,0,0,0,0,0,0,0,0,0,0
κράμα,0,0,0,0,0,0,0,0,0,0
δελεάζω,0,1,0,0,1,0,1,0,1,0
δελεαστικός,0,0,0,0,0,0,1,0,0,0
νύξη,0,0,0,0,0,0,0,0,0,0
αλλουβιακός,0,0,0,0,0,0,0,0,0,0
σύμμαχος,0,0,0,0,0,0,1,0,0,1
ημερολόγιο,0,0,0,0,0,0,0,0,0,0
παντοδύναμος,0,0,0,0,0,0,1,0,0,0
ψηλά,0,0,0,0,0,0,0,0,0,0
αλόχα,0,1,0,0,1,0,1,0,0,0
παραλληλα,0,0,0,0,0,0,0,0,0,0
σε απόσταση,0,0,0,0,0,1,0,0,0,0
μεγαλόφωνως,0,0,0,0,0,0,0,0,0,0
αλφάβητο,0,0,0,0,0,0,0,0,0,0
αλφαβητικός,0,0,0,0,0,0,0,0,0,0
Αγια ΤΡΑΠΕΖΑ,0,0,0,0,0,0,0,0,0,0
αλλάζω,0,0,0,0,0,0,0,0,0,0
μεταβολή,0,0,0,0,0,0,0,0,0,0
φιλονικία,1,0,0,0,0,1,0,0,0,0
αλλοιώθηκε,0,0,0,0,0,0,0,0,0,0
εναλλακτικό,0,0,0,0,0,0,0,0,0,0
εναλλακτική λύση,0,0,0,0,0,0,0,0,0,0
υψόμετρο,0,0,0,0,0,0,0,0,0,0
κοντράλτο,0,0,0,0,0,0,0,0,0,0
εντελώς,0,0,0,0,0,0,0,0,0,0
απόφοιτος,0,0,0,0,0,0,0,0,0,0
φατνιακός,0,0,0,0,0,0,0,0,0,0
αμαλγάμα,0,0,0,0,0,0,0,0,0,0
συγχώνευση,0,0,0,0,0,0,0,0,0,0
συσσωρεύω,0,0,0,0,0,0,0,0,0,0
ερασιτέχνης,0,0,0,0,0,0,0,0,0,0
καταπλήσσω,0,0,0,0,0,0,0,0,1,0
έκπληξη,0,0,0,0,0,0,0,0,0,0
καταπληκτικά,0,0,0,0,1,0,1,0,1,0
πρεσβευτής,0,0,0,0,0,0,1,0,0,1
κεχριμπάρι,0,0,0,0,0,0,0,0,0,0
περιβάλλων,0,0,0,0,0,0,0,0,0,0
ασάφεια,0,0,0,0,0,0,0,0,0,0
ασαφής,0,0,0,0,0,1,0,0,0,0
περίγραμμα,0,0,0,0,0,0,0,0,0,0
φιλοδοξία,0,1,0,0,1,0,1,0,0,1
φιλόδοξος,0,0,0,0,0,0,0,0,0,0
ασθενοφόρο,0,0,0,1,0,0,0,0,0,1
ενέδρα,1,0,0,1,0,1,0,0,1,0
βελτιώνω,0,0,0,0,0,0,1,0,0,0
Αμήν,0,0,0,0,1,0,1,0,0,1
υπαγόμενος,0,0,0,0,0,0,1,0,0,0
τροποποιώ,0,0,0,0,0,0,1,0,0,0
τροπολογία,0,0,0,0,0,0,0,0,0,0
αποζημίωση,0,0,0,0,0,0,1,0,0,0
φιλοφροσύνη,0,0,0,0,0,0,1,0,0,0
αμέθυστος,0,0,0,0,0,0,0,0,0,0
ευγενικός,0,0,0,0,0,0,1,0,0,0
φιλικός,0,0,0,0,1,0,1,0,0,0
εν μέσω,0,0,0,0,0,0,0,0,0,0
εν μέσω,0,0,0,0,0,0,0,0,0,0
αμμωνία,0,0,1,0,0,0,0,0,0,0
πυρομαχικά,0,0,0,0,0,0,0,0,0,0
αμνησία,0,0,0,0,0,1,0,0,0,0
αμνηστία,0,0,0,0,1,0,1,0,0,0
άμορφος,0,0,0,0,0,0,0,0,0,0
χρεολυσία,0,0,0,0,0,0,0,0,0,1
ποσό,0,0,0,0,0,0,0,0,0,0
ερωτοδουλιά,0,1,0,0,1,0,1,0,0,1
σύμφωνο,0,0,0,0,0,0,0,0,0,0
αμφεταμίνες,0,0,1,0,0,1,0,0,0,0
αμφίβιο,0,0,0,0,0,0,0,0,0,0
αμφίβιος,0,0,0,0,0,0,0,0,0,0
αμφιθέατρο,0,0,0,0,0,0,0,0,0,0
ενίσχυση,0,0,0,0,0,0,0,0,0,0
ενίσχυση,0,0,0,0,0,0,0,0,0,0
εύρος,0,0,0,0,0,0,0,0,0,0
άφθονα,0,0,0,0,0,0,0,0,0,0
ακρωτηριασμός,0,0,0,0,0,0,0,0,0,0
φυλακτό,0,0,0,0,0,0,0,0,0,0
διασκεδάζω,0,0,0,0,1,0,1,0,0,0
διασκέδασε,0,0,0,0,1,0,1,0,0,0
διασκέδαση,0,0,0,0,1,0,1,0,0,0
διασκεδαστικός,0,0,0,0,1,0,1,0,0,0
ανα,0,0,0,0,0,0,0,0,0,0
ανακόνδας,0,0,1,1,0,1,0,0,0,0
αναισθησία,0,0,0,0,0,0,0,0,0,0
αναισθητικό,0,0,0,0,0,0,0,0,0,0
πρωκτικός,0,0,0,0,0,1,0,0,0,0
αναλγητικό,0,0,0,0,0,0,0,0,0,0
ανάλογος,0,0,0,0,0,0,0,0,0,0
αναλογικό,0,0,0,0,0,0,0,0,0,0
αναλογία,0,0,0,0,0,0,0,0,0,0
ανάλυση,0,0,0,0,0,0,0,0,0,0
αναλυτής,0,1,0,0,0,0,1,0,0,1
αναλυτικός,0,0,0,0,0,0,0,0,0,0
αναλύει,0,0,0,0,0,0,0,0,0,0
αναλυτής,0,0,0,0,0,0,0,0,0,0
αναρχισμός,1,0,0,1,0,1,0,0,0,0
αναρχικός,1,0,0,1,0,1,0,0,0,0
αναρχία,1,0,0,1,0,1,0,0,0,0
αναστόμωση,0,0,0,0,0,0,0,0,0,0
ανάθεμα,1,0,1,1,0,1,0,1,0,0
ανατομικός,0,0,0,0,0,0,0,0,0,0
